# Program:featureCounts v2.0.3; Command:"featureCounts" "-s" "1" "-t" "gene" "-g" "gene_id" "-a" "/shared/ngs/illumina/henikoff/databases/human/hg19/gencode.v19.annotation.GRCh37.p13.gtf" "-o" "NK_hs_2006_S53.featureCounts.gene.tab" "NK_hs_2006_S53.bam" 
Geneid	Chr	Start	End	Strand	Length	NK_hs_2006_S53.bam
ENSG00000204480.6	chr1	13694889	13698405	-	3517	0
ENSG00000204479.4	chr1	13716092	13719089	+	2998	0
ENSG00000204478.5	chr1	13736907	13747803	+	10897	0
ENSG00000162494.5	chr1	13801445	13840543	-	39099	2
ENSG00000259961.1	chr1	13839715	13842765	+	3051	0
ENSG00000215909.3	chr1	13881496	13882189	+	694	0
ENSG00000162493.12	chr1	13909960	13944452	+	34493	112
ENSG00000222952.1	chr1	13949679	13949779	-	101	0
ENSG00000266358.1	chr1	13950397	13950497	-	101	0
ENSG00000237445.2	chr1	13983806	13986405	-	2600	0
ENSG00000253085.1	chr1	14022565	14022694	-	130	0
ENSG00000116731.18	chr1	14026693	14151574	+	124882	386
ENSG00000252151.1	chr1	14450728	14450830	-	103	0
ENSG00000231606.1	chr1	14548386	14549613	-	1228	0
ENSG00000234593.1	chr1	14675450	14677518	-	2069	0
ENSG00000189337.11	chr1	14925200	15444539	+	519340	301
ENSG00000235829.1	chr1	15018625	15019109	-	485	0
ENSG00000175147.7	chr1	15442448	15478960	-	36513	1
ENSG00000171729.9	chr1	15479028	15546976	+	67949	45
ENSG00000204464.3	chr1	15490840	15497813	-	6974	1
ENSG00000215720.4	chr1	15518324	15519341	-	1018	0
ENSG00000142621.15	chr1	15573768	15726779	+	153012	42
ENSG00000233485.1	chr1	15653176	15670372	-	17197	5
ENSG00000236045.1	chr1	15660662	15661960	-	1299	0
ENSG00000228140.1	chr1	15729475	15735929	-	6455	2
ENSG00000142634.8	chr1	15736391	15756839	+	20449	95
ENSG00000162438.7	chr1	15764935	15775737	+	10803	0
ENSG00000142615.7	chr1	15783223	15798586	+	15364	3
ENSG00000215704.5	chr1	15792404	15817895	+	25492	6
ENSG00000132906.13	chr1	15817327	15853029	-	35703	112
ENSG00000116138.8	chr1	15853308	15918874	+	65567	203
ENSG00000251866.1	chr1	15868660	15868799	+	140	0
ENSG00000272510.1	chr1	15892106	15892451	-	346	0
ENSG00000116771.5	chr1	15898848	15911605	-	12758	0
ENSG00000237301.1	chr1	15912631	15930121	-	17491	1
ENSG00000235084.2	chr1	15931077	15931538	+	462	0
ENSG00000252417.1	chr1	15934573	15934640	-	68	0
ENSG00000236500.1	chr1	15941138	15941362	-	225	0
ENSG00000197312.7	chr1	15943995	15995539	+	51545	384
ENSG00000215695.1	chr1	15986364	15988217	+	1854	0
ENSG00000271742.1	chr1	16009368	16009623	-	256	1
ENSG00000116786.7	chr1	16010827	16061264	+	50438	408
ENSG00000264048.1	chr1	16010967	16011053	+	87	0
ENSG00000237938.1	chr1	16049214	16063391	-	14178	6
ENSG00000162461.7	chr1	16062900	16067891	+	4992	1
ENSG00000224459.1	chr1	16066546	16076391	-	9846	2
ENSG00000162460.6	chr1	16068917	16074477	+	5561	1
ENSG00000162458.8	chr1	16083102	16113089	+	29988	110
ENSG00000224321.1	chr1	16119291	16119780	+	490	0
ENSG00000233954.4	chr1	16133679	16134194	-	516	30
ENSG00000178715.7	chr1	16154724	16155167	+	444	0
ENSG00000179743.2	chr1	16160560	16174642	-	14083	141
ENSG00000065526.6	chr1	16174359	16266955	+	92597	1173
ENSG00000238818.1	chr1	16237392	16237492	+	101	0
ENSG00000270620.1	chr1	16244193	16244403	-	211	0
ENSG00000116809.7	chr1	16268364	16302627	-	34264	164
ENSG00000234607.2	chr1	16296127	16296689	+	563	0
ENSG00000231353.1	chr1	16314677	16314936	+	260	0
ENSG00000224966.4	chr1	16316366	16321246	+	4881	0
ENSG00000183888.4	chr1	16330731	16335302	+	4572	0
ENSG00000233078.1	chr1	16332655	16333166	-	512	0
ENSG00000173641.13	chr1	16340523	16346089	-	5567	0
ENSG00000186510.7	chr1	16345370	16360545	+	15176	1
ENSG00000232456.1	chr1	16361673	16366524	-	4852	0
ENSG00000184908.13	chr1	16370272	16383803	+	13532	29
ENSG00000185519.8	chr1	16384264	16400127	-	15864	11
ENSG00000142627.9	chr1	16450832	16482582	-	31751	62
ENSG00000227959.1	chr1	16481706	16483824	+	2119	0
ENSG00000224621.1	chr1	16485761	16488378	+	2618	0
ENSG00000234166.1	chr1	16524349	16524852	+	504	0
ENSG00000142632.12	chr1	16524349	16539104	-	14756	25
ENSG00000237276.4	chr1	16542404	16554522	-	12119	3
ENSG00000204377.3	chr1	16555368	16556038	-	671	1
ENSG00000132881.7	chr1	16558195	16563657	-	5463	13
ENSG00000233929.1	chr1	16567708	16567893	-	186	4
ENSG00000037637.6	chr1	16573334	16678949	-	105616	451
ENSG00000055070.12	chr1	16679070	16724640	+	45571	409
ENSG00000226457.1	chr1	16695645	16696025	-	381	0
ENSG00000187144.7	chr1	16713612	16763919	-	50308	55
ENSG00000157191.15	chr1	16767167	16786573	+	19407	196
ENSG00000226029.1	chr1	16787443	16794976	+	7534	8
ENSG00000080947.10	chr1	16793931	16825752	-	31822	149
ENSG00000206652.1	chr1	16840617	16840780	-	164	0
ENSG00000261135.1	chr1	16841140	16842249	+	1110	6
ENSG00000224174.2	chr1	16847189	16848291	+	1103	0
ENSG00000233421.3	chr1	16860381	16862144	-	1764	0
ENSG00000268674.1	chr1	16865561	16866070	+	510	0
ENSG00000225710.1	chr1	16875146	16879026	-	3881	0
ENSG00000266584.1	chr1	16875409	16875482	+	74	0
ENSG00000219481.6	chr1	16888814	16940057	-	51244	417
ENSG00000271732.1	chr1	16943886	16944224	+	339	0
ENSG00000215908.5	chr1	16944751	16971178	-	26428	411
ENSG00000186301.7	chr1	16972069	16976914	+	4846	64
ENSG00000207513.1	chr1	16993280	16993443	-	164	0
ENSG00000237847.2	chr1	16999498	17000007	+	510	0
ENSG00000264742.1	chr1	17007750	17007823	+	74	0
ENSG00000236698.1	chr1	17012116	17012550	-	435	26
ENSG00000268869.1	chr1	17013834	17046652	-	32819	0
ENSG00000268991.1	chr1	17060447	17060956	-	510	0
ENSG00000058453.12	chr1	17066768	17299474	+	232707	357
ENSG00000207389.1	chr1	17067011	17067174	+	164	0
ENSG00000227684.1	chr1	17076728	17077459	+	732	0
ENSG00000186715.6	chr1	17081405	17096732	-	15328	18
ENSG00000223643.2	chr1	17177752	17179624	-	1873	0
ENSG00000230239.1	chr1	17181902	17185779	+	3878	0
ENSG00000263811.1	chr1	17185444	17185516	-	73	0
ENSG00000228549.2	chr1	17197440	17200587	+	3148	0
ENSG00000238142.1	chr1	17215033	17216144	-	1112	0
ENSG00000235241.1	chr1	17215590	17216097	+	508	0
ENSG00000207005.1	chr1	17222475	17222638	+	164	0
ENSG00000272426.1	chr1	17230834	17231271	-	438	4
ENSG00000117122.9	chr1	17300997	17307330	-	6334	8
ENSG00000226526.1	chr1	17305421	17331586	+	26166	27
ENSG00000159363.13	chr1	17312453	17338423	-	25971	280
ENSG00000117118.5	chr1	17345217	17380665	-	35449	814
ENSG00000117115.8	chr1	17393256	17445948	-	52693	24
ENSG00000252180.1	chr1	17484692	17484779	+	88	0
ENSG00000204362.5	chr1	17516278	17524112	+	7835	0
ENSG00000142623.8	chr1	17531621	17572500	+	40880	0
ENSG00000142619.4	chr1	17575593	17610728	+	35136	6
ENSG00000266634.1	chr1	17604384	17604470	+	87	0
ENSG00000159339.9	chr1	17634690	17690499	+	55810	0
ENSG00000269468.1	chr1	17655507	17676070	-	20564	0
ENSG00000256049.2	chr1	17698691	17728195	+	29505	0
ENSG00000227751.1	chr1	17733256	17733878	+	623	8
ENSG00000179051.9	chr1	17733256	17766220	-	32965	912
ENSG00000266727.1	chr1	17740127	17740190	-	64	0
ENSG00000239020.1	chr1	17776259	17776359	+	101	0
ENSG00000074964.12	chr1	17866330	18024369	+	158040	70
ENSG00000236648.1	chr1	18044182	18076473	+	32292	0
ENSG00000117148.6	chr1	18081808	18153558	+	71751	0
ENSG00000261781.1	chr1	18392151	18400906	+	8756	1
ENSG00000117154.7	chr1	18434240	18704977	+	270738	5
ENSG00000230035.2	chr1	18493423	18505840	-	12418	0
ENSG00000225387.1	chr1	18712323	18715008	+	2686	0
ENSG00000179023.7	chr1	18807424	18812478	+	5055	0
ENSG00000235282.2	chr1	18839612	18839881	+	270	0
ENSG00000225478.2	chr1	18921908	18922130	+	223	0
ENSG00000009709.7	chr1	18957500	19075360	+	117861	32
ENSG00000179002.5	chr1	19166093	19186176	-	20084	0
ENSG00000255275.3	chr1	19175767	19247615	-	71849	0
ENSG00000159423.12	chr1	19197926	19229275	-	31350	0
ENSG00000265606.1	chr1	19209696	19209769	-	74	0
ENSG00000221662.1	chr1	19223565	19223642	-	78	0
ENSG00000169991.6	chr1	19230775	19283180	-	52406	11
ENSG00000272084.1	chr1	19398604	19402005	-	3402	2
ENSG00000127481.10	chr1	19401000	19536770	-	135771	1919
ENSG00000266098.1	chr1	19410046	19410145	-	100	0
ENSG00000230424.1	chr1	19536995	19567198	+	30204	182
ENSG00000127463.9	chr1	19542158	19578046	-	35889	445
ENSG00000053372.4	chr1	19578033	19586622	+	8590	293
ENSG00000211454.9	chr1	19592476	19600688	-	8213	10
ENSG00000162482.4	chr1	19609052	19615744	-	6693	11
ENSG00000270728.1	chr1	19623574	19624397	+	824	3
ENSG00000053371.8	chr1	19630459	19638640	-	8182	143
ENSG00000200403.1	chr1	19631570	19631676	-	107	0
ENSG00000040487.8	chr1	19638820	19655794	+	16975	126
ENSG00000265192.1	chr1	19646299	19646554	-	256	0
ENSG00000077549.13	chr1	19665267	19812066	-	146800	342
ENSG00000240490.2	chr1	19750878	19751163	+	286	0
ENSG00000201609.1	chr1	19837087	19837227	+	141	0
ENSG00000239027.1	chr1	19858664	19858768	-	105	0
ENSG00000235185.1	chr1	19918296	19923326	-	5031	0
ENSG00000270136.1	chr1	19923473	19984549	+	61077	2
ENSG00000173436.9	chr1	19923477	19956314	+	32838	0
ENSG00000226396.1	chr1	19934608	19935062	+	455	0
ENSG00000158747.9	chr1	19967048	19984945	+	17898	41
ENSG00000158748.3	chr1	19991780	20006055	+	14276	13
ENSG00000162542.9	chr1	20008706	20126438	-	117733	76
ENSG00000178828.5	chr1	20140523	20141771	-	1249	0
ENSG00000235434.1	chr1	20140860	20145995	+	5136	0
ENSG00000169914.5	chr1	20209006	20239438	+	30433	437
ENSG00000188784.4	chr1	20246502	20250110	-	3609	0
ENSG00000242688.2	chr1	20297462	20297760	+	299	0
ENSG00000188257.6	chr1	20301925	20306932	-	5008	0
ENSG00000127472.6	chr1	20354672	20417683	+	63012	0
ENSG00000117215.10	chr1	20438432	20446050	-	7619	0
ENSG00000158786.4	chr1	20465819	20476879	+	11061	0
ENSG00000227066.1	chr1	20480831	20487061	+	6231	0
ENSG00000187980.6	chr1	20487746	20503917	-	16172	0
ENSG00000225986.1	chr1	20510735	20512979	-	2245	0
ENSG00000162543.5	chr1	20512578	20522541	+	9964	0
ENSG00000228105.1	chr1	20569588	20571148	+	1561	0
ENSG00000158816.11	chr1	20617412	20681387	+	63976	9
ENSG00000226664.1	chr1	20620704	20649680	-	28977	3
ENSG00000236963.1	chr1	20687072	20757727	-	70656	0
ENSG00000226487.1	chr1	20738797	20739746	-	950	0
ENSG00000162545.5	chr1	20808884	20812713	-	3830	128
ENSG00000090432.5	chr1	20825943	20834654	-	8712	44
ENSG00000215520.3	chr1	20852482	20853244	+	763	0
ENSG00000183114.6	chr1	20878932	20881512	+	2581	10
ENSG00000158825.5	chr1	20915441	20945401	+	29961	11
ENSG00000158828.5	chr1	20959948	20978004	+	18057	67
ENSG00000117242.7	chr1	20969150	20978686	-	9537	29
ENSG00000257033.1	chr1	20976856	20977207	-	352	0
ENSG00000244038.5	chr1	20978270	20988000	-	9731	229
ENSG00000117245.8	chr1	20990507	21044510	-	54004	80
ENSG00000235432.1	chr1	21019227	21020506	-	1280	0
ENSG00000189410.7	chr1	21046225	21059330	-	13106	80
ENSG00000233069.1	chr1	21059373	21060445	+	1073	0
ENSG00000127483.13	chr1	21069154	21113816	-	44663	1874
ENSG00000203394.2	chr1	21069480	21070455	+	976	102
ENSG00000075151.15	chr1	21132963	21503377	-	370415	4581
ENSG00000251914.1	chr1	21167734	21167795	+	62	0
ENSG00000221808.1	chr1	21314807	21314925	-	119	0
ENSG00000233072.1	chr1	21330043	21330427	-	385	0
ENSG00000236073.2	chr1	21400132	21400246	-	115	0
ENSG00000235112.1	chr1	21487968	21488574	+	607	6
ENSG00000266867.1	chr1	21503059	21503122	-	64	0
ENSG00000117298.10	chr1	21543740	21671997	-	128258	177
ENSG00000236936.1	chr1	21592575	21593744	+	1170	0
ENSG00000231105.1	chr1	21619783	21626267	+	6485	9
ENSG00000236216.4	chr1	21724480	21724855	+	376	0
ENSG00000228823.1	chr1	21737953	21739786	-	1834	0
ENSG00000236009.1	chr1	21742391	21743985	+	1595	0
ENSG00000227001.2	chr1	21751118	21754460	-	3343	2
ENSG00000187952.8	chr1	21754796	21756030	+	1235	0
ENSG00000186543.7	chr1	21760811	21764051	+	3241	0
ENSG00000142794.14	chr1	21766621	21811498	+	44878	117
ENSG00000176378.8	chr1	21786249	21786575	-	327	0
ENSG00000162551.9	chr1	21835858	21904905	+	69048	11
ENSG00000233431.1	chr1	21912965	21917680	+	4716	0
ENSG00000221781.1	chr1	21918904	21919041	-	138	0
ENSG00000076864.15	chr1	21922708	21995801	-	73094	60
ENSG00000090686.11	chr1	22004791	22110099	-	105309	1040
ENSG00000231978.2	chr1	22094762	22095068	+	307	0
ENSG00000187942.7	chr1	22138758	22151714	+	12957	15
ENSG00000142798.12	chr1	22148738	22263790	-	115053	252
ENSG00000232037.2	chr1	22234591	22235073	+	483	0
ENSG00000219073.3	chr1	22303514	22325135	+	21622	0
ENSG00000264385.1	chr1	22305444	22305729	-	286	0
ENSG00000263991.1	chr1	22313974	22314268	+	295	0
ENSG00000201919.1	chr1	22314309	22314412	+	104	0
ENSG00000142789.15	chr1	22328149	22339032	+	10884	0
ENSG00000263582.1	chr1	22330078	22330361	-	284	0
ENSG00000263929.1	chr1	22337143	22337437	+	295	0
ENSG00000201273.1	chr1	22337478	22337581	+	104	0
ENSG00000228397.1	chr1	22350487	22351461	-	975	0
ENSG00000218510.3	chr1	22351681	22357716	+	6036	79
ENSG00000070831.11	chr1	22379120	22419437	+	40318	804
ENSG00000230068.2	chr1	22385690	22390692	+	5003	0
ENSG00000271428.1	chr1	22394833	22395320	-	488	0
ENSG00000271840.1	chr1	22427106	22427853	+	748	1
ENSG00000162552.10	chr1	22443798	22470462	-	26665	1
ENSG00000266564.1	chr1	22592732	22592793	+	62	0
ENSG00000234397.3	chr1	22649333	22649824	-	492	0
ENSG00000184677.12	chr1	22778344	22857650	+	79307	284
ENSG00000237200.1	chr1	22843967	22846201	+	2235	0
ENSG00000070886.6	chr1	22890057	22930087	+	40031	13
ENSG00000173372.12	chr1	22962999	22966101	+	3103	0
ENSG00000159189.7	chr1	22970123	22974603	+	4481	0
ENSG00000173369.11	chr1	22979255	22988031	+	8777	0
ENSG00000133216.12	chr1	23037332	23241818	+	204487	104
ENSG00000265422.1	chr1	23046010	23046091	+	82	0
ENSG00000216157.2	chr1	23075310	23075404	-	95	0
ENSG00000225952.1	chr1	23162206	23163342	-	1137	0
ENSG00000264014.1	chr1	23189652	23189719	-	68	0
ENSG00000272796.1	chr1	23243175	23247993	+	4819	2
ENSG00000215906.4	chr1	23279536	23291831	-	12296	0
ENSG00000227868.2	chr1	23337327	23342343	-	5017	11
ENSG00000004487.11	chr1	23345941	23410182	+	64242	863
ENSG00000240553.1	chr1	23346640	23414551	-	67912	156
ENSG00000263793.1	chr1	23370798	23370865	+	68	0
ENSG00000266802.1	chr1	23384351	23384427	-	77	0
ENSG00000169641.9	chr1	23410516	23504301	-	93786	260
ENSG00000229010.1	chr1	23466818	23467635	+	818	0
ENSG00000206935.1	chr1	23489197	23489303	+	107	0
ENSG00000252578.1	chr1	23490446	23490546	+	101	1
ENSG00000179546.3	chr1	23516993	23521222	-	4230	2
ENSG00000215381.3	chr1	23571258	23571717	+	460	0
ENSG00000261326.2	chr1	23607802	23613245	-	5444	154
ENSG00000125944.14	chr1	23630264	23670829	-	40566	1822
ENSG00000125945.10	chr1	23685941	23695935	-	9995	33
ENSG00000249087.3	chr1	23695490	23698332	+	2843	98
ENSG00000201405.1	chr1	23696747	23696839	+	93	0
ENSG00000271420.1	chr1	23704873	23705522	-	650	0
ENSG00000204219.5	chr1	23707554	23751233	-	43680	27
ENSG00000232482.2	chr1	23737325	23738639	+	1315	0
ENSG00000088280.14	chr1	23755056	23811061	-	56006	123
ENSG00000007968.6	chr1	23832922	23857712	-	24791	76
ENSG00000235052.1	chr1	23875630	23877406	-	1777	4
ENSG00000117318.8	chr1	23884409	23886285	-	1877	983
ENSG00000197880.4	chr1	23907985	23967058	+	59074	3
ENSG00000229239.2	chr1	23996784	24006749	+	9966	0
ENSG00000142676.8	chr1	24018269	24022915	+	4647	3655
ENSG00000203589.2	chr1	24032291	24033424	-	1134	2
ENSG00000244609.2	chr1	24063100	24063380	-	281	6
ENSG00000011007.8	chr1	24069645	24088549	+	18905	265
ENSG00000236810.1	chr1	24086872	24104777	-	17906	231
ENSG00000057757.5	chr1	24104895	24114722	+	9828	274
ENSG00000011009.6	chr1	24117460	24122029	+	4570	174
ENSG00000117308.10	chr1	24122089	24127271	-	5183	261
ENSG00000117305.10	chr1	24128375	24165110	-	36736	97
ENSG00000179163.11	chr1	24171567	24194784	-	23218	98
ENSG00000188822.6	chr1	24197016	24285549	-	88534	3
ENSG00000264347.1	chr1	24208284	24208575	-	292	0
ENSG00000238538.1	chr1	24208745	24208842	+	98	0
ENSG00000229106.1	chr1	24227961	24229227	-	1267	0
ENSG00000232557.3	chr1	24233601	24234375	+	775	0
ENSG00000264926.1	chr1	24255560	24255637	+	78	0
ENSG00000230228.2	chr1	24275506	24275873	-	368	0
ENSG00000189266.7	chr1	24285599	24289952	+	4354	21
ENSG00000188529.10	chr1	24291294	24307417	-	16124	128
ENSG00000215905.4	chr1	24334371	24335009	-	639	0
ENSG00000225315.2	chr1	24367325	24413289	+	45965	1
ENSG00000142661.14	chr1	24382525	24438665	-	56141	1
ENSG00000230703.1	chr1	24393264	24410055	+	16792	0
ENSG00000142677.3	chr1	24446261	24469611	-	23351	0
ENSG00000185436.7	chr1	24480647	24514449	-	33803	61
ENSG00000230023.2	chr1	24526730	24538183	+	11454	0
ENSG00000221032.3	chr1	24554407	24554520	+	114	0
ENSG00000266511.1	chr1	24606257	24606345	-	89	0
ENSG00000232298.2	chr1	24634046	24648391	-	14346	8
ENSG00000158055.11	chr1	24645812	24690972	+	45161	8
ENSG00000001460.13	chr1	24683489	24743424	-	59936	100
ENSG00000001461.12	chr1	24742284	24799466	+	57183	111
ENSG00000117602.7	chr1	24829387	24867530	+	38144	108
ENSG00000266551.1	chr1	24855945	24856204	-	260	0
ENSG00000264443.1	chr1	24865292	24882515	-	17224	6
ENSG00000184454.6	chr1	24882602	24935819	+	53218	5
ENSG00000227312.2	chr1	24890118	24890465	+	348	0
ENSG00000239106.1	chr1	24951902	24952004	-	103	0
ENSG00000133226.12	chr1	24958207	24999758	+	41552	1918
ENSG00000238986.1	chr1	24993474	24993578	-	105	0
ENSG00000169504.10	chr1	25071848	25170815	+	98968	449
ENSG00000238482.1	chr1	25104364	25104470	-	107	0
ENSG00000020633.14	chr1	25226002	25291612	-	65611	30
ENSG00000229162.1	chr1	25287836	25289588	+	1753	0
ENSG00000261025.1	chr1	25294914	25297356	-	2443	0
ENSG00000264371.1	chr1	25349994	25350077	+	84	0
ENSG00000233755.1	chr1	25370198	25439611	-	69414	1
ENSG00000233419.2	chr1	25451544	25451945	-	402	0
ENSG00000231953.1	chr1	25534630	25535360	+	731	0
ENSG00000117614.5	chr1	25549170	25558993	-	9824	72
ENSG00000117616.13	chr1	25568728	25664704	-	95977	1303
ENSG00000272432.1	chr1	25574328	25574812	+	485	3
ENSG00000261349.1	chr1	25592593	25593627	-	1035	0
ENSG00000187010.14	chr1	25598884	25656936	+	58053	1
ENSG00000224183.1	chr1	25620655	25621134	-	480	0
ENSG00000259984.1	chr1	25662920	25663956	-	1037	0
ENSG00000183726.6	chr1	25664408	25688852	+	24445	409
ENSG00000252515.1	chr1	25667462	25667525	+	64	0
ENSG00000238889.1	chr1	25672765	25672868	-	104	0
ENSG00000188672.12	chr1	25688740	25756683	-	67944	17
ENSG00000238084.3	chr1	25725203	25725771	+	569	0
ENSG00000266468.1	chr1	25732722	25732780	+	59	0
ENSG00000204178.5	chr1	25757388	25826700	+	69313	192
ENSG00000157978.7	chr1	25870071	25895377	+	25307	114
ENSG00000225643.1	chr1	25907969	25916847	+	8879	1
ENSG00000117643.10	chr1	25943959	26112698	+	168740	39
ENSG00000233478.1	chr1	25971035	25985602	-	14568	4
ENSG00000162430.12	chr1	26126667	26144713	+	18047	65
ENSG00000255054.3	chr1	26137961	26150235	+	12275	5
ENSG00000228172.1	chr1	26143240	26146263	-	3024	23
ENSG00000117640.13	chr1	26145131	26159432	+	14302	103
ENSG00000223474.2	chr1	26145212	26147288	-	2077	0
ENSG00000272478.1	chr1	26158404	26158625	-	222	0
ENSG00000127423.6	chr1	26158414	26185903	-	27490	184
ENSG00000236528.1	chr1	26186104	26189911	+	3808	5
ENSG00000182749.5	chr1	26187701	26197744	-	10044	9
ENSG00000207302.1	chr1	26203987	26204096	+	110	4
ENSG00000117632.16	chr1	26210672	26233482	-	22811	929
ENSG00000229786.1	chr1	26213851	26214101	+	251	0
ENSG00000223624.1	chr1	26215461	26215600	+	140	0
ENSG00000264021.1	chr1	26232853	26232945	-	93	0
ENSG00000266763.1	chr1	26238240	26238313	+	74	0
ENSG00000158006.9	chr1	26286258	26324648	-	38391	80
ENSG00000207237.1	chr1	26290688	26290791	+	104	0
ENSG00000252190.1	chr1	26332497	26332621	+	125	0
ENSG00000252691.1	chr1	26332707	26332790	+	84	0
ENSG00000158008.5	chr1	26346375	26362955	+	16581	8
ENSG00000158014.10	chr1	26363743	26372624	-	8882	0
ENSG00000158022.6	chr1	26377795	26394927	-	17133	0
ENSG00000265320.1	chr1	26398069	26398168	+	100	0
ENSG00000175087.5	chr1	26437664	26452034	+	14371	48
ENSG00000197245.4	chr1	26485511	26489119	+	3609	0
ENSG00000142684.7	chr1	26496362	26498551	+	2190	65
ENSG00000236782.1	chr1	26496438	26498312	-	1875	3
ENSG00000142675.13	chr1	26503894	26516377	+	12484	63
ENSG00000188782.3	chr1	26517052	26529459	+	12408	0
ENSG00000236155.2	chr1	26536232	26556331	+	20100	10
ENSG00000130695.9	chr1	26560691	26605299	+	44609	376
ENSG00000270733.1	chr1	26589532	26589889	-	358	5
ENSG00000142669.9	chr1	26605667	26608007	+	2341	78
ENSG00000158062.16	chr1	26607819	26644854	-	37036	74
ENSG00000169442.4	chr1	26644448	26647014	+	2567	1
ENSG00000176092.9	chr1	26648350	26680621	-	32272	16
ENSG00000225854.2	chr1	26653179	26653524	+	346	0
ENSG00000265143.1	chr1	26674956	26675210	-	255	0
ENSG00000176083.13	chr1	26688125	26701013	-	12889	0
ENSG00000131914.6	chr1	26737269	26756213	+	18945	0
ENSG00000117682.12	chr1	26758773	26797785	+	39013	209
ENSG00000223583.1	chr1	26781144	26781678	-	535	5
ENSG00000225891.1	chr1	26789247	26793773	-	4527	6
ENSG00000198830.6	chr1	26798941	26802463	+	3523	621
ENSG00000224129.1	chr1	26845845	26846741	-	897	0
ENSG00000117676.9	chr1	26856252	26901521	+	45270	169
ENSG00000238705.1	chr1	26881033	26881084	+	52	0
ENSG00000243905.2	chr1	26919737	26920037	-	301	0
ENSG00000252802.1	chr1	26920431	26920532	-	102	0
ENSG00000229247.2	chr1	26966868	26967105	-	238	0
ENSG00000238316.1	chr1	26968777	26968880	-	104	0
ENSG00000235069.2	chr1	26973938	26974172	+	235	0
ENSG00000260063.1	chr1	27018623	27020622	-	2000	0
ENSG00000117713.13	chr1	27022524	27108595	+	86072	718
ENSG00000266138.1	chr1	27090115	27090393	+	279	0
ENSG00000060642.6	chr1	27113963	27124889	+	10927	33
ENSG00000241188.2	chr1	27141313	27141601	+	289	0
ENSG00000204160.7	chr1	27153201	27184093	+	30893	230
ENSG00000175793.10	chr1	27189633	27190947	+	1315	3
ENSG00000226698.1	chr1	27202624	27204736	+	2113	3
ENSG00000142751.10	chr1	27202624	27216788	-	14165	90
ENSG00000198746.8	chr1	27216979	27226957	-	9979	93
ENSG00000090273.9	chr1	27226729	27273353	+	46625	577
ENSG00000131910.4	chr1	27237980	27240457	-	2478	0
ENSG00000175707.7	chr1	27276053	27286897	-	10845	0
ENSG00000172746.6	chr1	27306656	27307466	+	811	0
ENSG00000224064.1	chr1	27310119	27310515	+	397	0
ENSG00000225294.1	chr1	27312388	27312831	-	444	0
ENSG00000253368.3	chr1	27320198	27327389	+	7192	14
ENSG00000158246.7	chr1	27331511	27339327	-	7817	1
ENSG00000090020.6	chr1	27425306	27493472	-	68167	103
ENSG00000229985.2	chr1	27503242	27503768	+	527	0
ENSG00000214973.3	chr1	27527325	27527964	-	640	9
ENSG00000225159.1	chr1	27533421	27534287	+	867	2
ENSG00000225990.2	chr1	27537756	27537975	+	220	0
ENSG00000224311.1	chr1	27555597	27560843	-	5247	0
ENSG00000142784.11	chr1	27561007	27635110	+	74104	256
ENSG00000252098.1	chr1	27581955	27582058	-	104	0
ENSG00000243659.1	chr1	27637731	27638329	+	599	0
ENSG00000186501.10	chr1	27648651	27662891	+	14241	98
ENSG00000206888.1	chr1	27651710	27651816	+	107	0
ENSG00000241547.1	chr1	27651820	27652287	+	468	0
ENSG00000142765.13	chr1	27668513	27680421	+	11909	45
ENSG00000142733.10	chr1	27681675	27693383	-	11709	194
ENSG00000142748.8	chr1	27695603	27701315	-	5713	0
ENSG00000174950.6	chr1	27705666	27709870	-	4205	0
ENSG00000231207.1	chr1	27715972	27716649	+	678	0
ENSG00000181773.6	chr1	27719148	27722318	+	3171	1
ENSG00000158195.6	chr1	27730730	27816669	-	85940	414
ENSG00000241169.1	chr1	27783709	27786093	+	2385	13
